"Time","Sonar Distance Measure (mm)"
2024-08-30 23:40:13,1920
2024-08-30 23:50:13,1800
2024-08-31 00:00:12,1715
2024-08-31 00:10:13,1635
2024-08-31 00:20:12,1590
2024-08-31 00:30:12,1560
2024-08-31 00:40:13,1550
2024-08-31 00:50:12,1605
2024-08-31 01:00:13,1695
2024-08-31 01:10:13,1780
2024-08-31 01:20:12,1895
2024-08-31 01:30:13,2050
2024-08-31 01:40:13,2230
2024-08-31 01:50:13,2400
2024-08-31 02:00:13,2580
2024-08-31 02:10:12,2685
2024-08-31 02:20:12,2870
2024-08-31 02:30:13,3100
2024-08-31 02:40:12,3305
2024-08-31 02:50:12,3480
2024-08-31 03:00:13,3650
2024-08-31 03:10:13,3810
2024-08-31 03:20:12,3955
2024-08-31 03:30:12,4110
2024-08-31 03:40:13,4850
2024-08-31 03:50:13,4435
2024-08-31 04:00:13,4445
2024-08-31 04:10:12,4420
2024-08-31 04:20:13,4425
2024-08-31 04:30:13,4430
2024-08-31 04:40:12,4430
2024-08-31 04:50:12,4420
2024-08-31 05:00:18,4450
2024-08-31 05:10:13,4460
2024-08-31 05:20:12,4435
2024-08-31 05:30:13,4435
2024-08-31 05:40:13,4430
2024-08-31 05:50:12,4450
2024-08-31 06:00:13,4425
2024-08-31 06:10:13,4435
2024-08-31 06:20:12,4425
2024-08-31 06:30:13,4435
2024-08-31 06:40:13,4455
2024-08-31 06:50:12,4425
2024-08-31 07:00:12,4435
2024-08-31 07:10:13,4435
2024-08-31 07:20:13,4435
2024-08-31 07:30:13,4425
2024-08-31 07:40:12,4500
2024-08-31 07:50:13,4415
2024-08-31 08:00:13,4515
2024-08-31 08:10:12,4425
2024-08-31 08:20:13,4455
2024-08-31 08:30:13,4420
2024-08-31 08:40:12,4420
2024-08-31 08:50:12,4430
2024-08-31 09:00:13,4430
2024-08-31 09:10:13,4420
2024-08-31 09:20:12,4445
2024-08-31 09:30:13,4990
2024-08-31 09:40:12,4130
2024-08-31 09:50:12,3955
2024-08-31 10:00:13,3740
2024-08-31 10:10:13,3545
2024-08-31 10:20:12,3440
2024-08-31 10:30:13,3280
2024-08-31 10:40:13,3130
2024-08-31 10:50:13,2990
2024-08-31 11:00:13,2860
2024-08-31 11:10:12,2730
2024-08-31 11:20:13,2630
2024-08-31 11:30:13,2495
2024-08-31 11:40:12,2375
2024-08-31 11:50:12,2275
2024-08-31 12:00:13,2160
2024-08-31 12:10:13,2065
2024-08-31 12:20:13,1955
2024-08-31 12:30:12,1850
2024-08-31 12:40:13,1755
2024-08-31 12:50:12,1700
2024-08-31 13:00:12,1650
2024-08-31 13:10:12,1620
2024-08-31 13:20:13,1610
2024-08-31 13:30:12,1680
2024-08-31 13:40:12,1750
2024-08-31 13:50:13,1885
2024-08-31 14:00:12,2025
2024-08-31 14:10:12,2215
2024-08-31 14:20:13,2405
2024-08-31 14:30:13,2595
2024-08-31 14:40:12,2740
2024-08-31 14:50:12,2935
2024-08-31 15:00:13,3120
2024-08-31 15:10:13,3320
2024-08-31 15:20:12,3505
2024-08-31 15:30:12,3675
2024-08-31 15:40:13,3845
2024-08-31 15:50:13,4005
2024-08-31 16:00:12,4195
2024-08-31 16:10:13,4965
2024-08-31 16:20:13,4415
2024-08-31 16:30:13,4440
2024-08-31 16:40:17,4420
2024-08-31 16:50:12,4395
2024-08-31 17:00:12,4420
2024-08-31 17:10:13,4415
2024-08-31 17:20:12,4430
2024-08-31 17:30:13,4415
2024-08-31 17:40:13,4420
2024-08-31 17:50:12,4420
2024-08-31 18:00:13,4455
2024-08-31 18:10:12,4460
2024-08-31 18:20:13,4395
2024-08-31 18:30:13,4420
2024-08-31 18:40:12,4420
2024-08-31 18:50:13,4440
2024-08-31 19:00:12,4420
2024-08-31 19:10:13,4425
2024-08-31 19:20:12,4420
2024-08-31 19:30:13,4425
2024-08-31 19:40:13,4450
2024-08-31 19:50:13,4415
2024-08-31 20:00:13,4425
2024-08-31 20:10:13,4415
2024-08-31 20:20:13,4430
2024-08-31 20:30:13,4415
2024-08-31 20:40:13,4415
2024-08-31 20:50:12,4470
2024-08-31 21:00:13,4430
2024-08-31 21:10:13,4440
2024-08-31 21:20:12,4420
2024-08-31 21:30:13,4430
2024-08-31 21:40:13,4420
2024-08-31 21:50:12,4435
2024-08-31 22:00:13,4410
2024-08-31 22:10:12,4420
2024-08-31 22:20:12,4985
2024-08-31 22:30:12,4160
2024-08-31 22:40:13,3920
2024-08-31 22:50:13,3690
2024-08-31 23:00:13,3475
2024-08-31 23:10:13,3295
2024-08-31 23:20:13,3115
2024-08-31 23:30:12,2945
2024-08-31 23:40:13,2780
2024-08-31 23:50:13,2625
2024-09-01 00:00:12,2465
2024-09-01 00:10:13,2305
2024-09-01 00:20:12,2145
2024-09-01 00:30:13,1980
2024-09-01 00:40:13,1825
2024-09-01 00:50:13,1700
2024-09-01 01:00:12,1580
2024-09-01 01:10:13,1500
2024-09-01 01:20:13,1430
2024-09-01 01:30:13,1405
2024-09-01 01:40:12,1440
2024-09-01 01:50:12,1485
2024-09-01 02:00:13,1560
2024-09-01 02:10:13,1690
2024-09-01 02:20:12,1825
2024-09-01 02:30:13,2010
2024-09-01 02:40:12,2200
2024-09-01 02:50:13,2400
2024-09-01 03:00:13,2610
2024-09-01 03:10:12,2760
2024-09-01 03:20:12,2960
2024-09-01 03:30:13,3160
2024-09-01 03:40:13,3380
2024-09-01 03:50:12,3570
2024-09-01 04:00:12,3740
2024-09-01 04:10:13,3900
2024-09-01 04:20:13,4055
2024-09-01 04:30:12,4215
2024-09-01 04:40:12,4425
2024-09-01 04:50:13,4470
2024-09-01 05:00:13,4425
2024-09-01 05:10:12,4390
2024-09-01 05:20:13,4425
2024-09-01 05:30:13,4425
2024-09-01 05:40:13,4455
2024-09-01 05:50:12,4400
2024-09-01 06:00:13,4440
2024-09-01 06:10:13,4410
2024-09-01 06:20:12,4585
2024-09-01 06:30:12,4415
2024-09-01 06:40:13,4445
2024-09-01 06:50:13,4435
2024-09-01 07:00:12,4435
2024-09-01 07:10:12,4430
2024-09-01 07:20:13,4420
2024-09-01 07:30:13,4360
2024-09-01 07:40:12,4490
2024-09-01 07:50:13,4485
2024-09-01 08:00:13,4435
2024-09-01 08:10:12,4475
2024-09-01 08:20:13,4475
2024-09-01 08:30:13,4415
2024-09-01 08:40:12,4425
2024-09-01 08:50:13,4400
2024-09-01 09:00:13,4410
2024-09-01 09:10:12,4415
2024-09-01 09:20:12,4415
2024-09-01 09:30:13,4415
2024-09-01 09:40:12,4420
2024-09-01 09:50:12,4420
2024-09-01 10:00:13,4430
2024-09-01 10:10:12,4465
2024-09-01 10:20:12,4205
2024-09-01 10:30:13,3925
2024-09-01 10:40:12,3740
2024-09-01 10:50:12,3510
2024-09-01 11:00:12,3300
2024-09-01 11:10:13,3115
2024-09-01 11:20:13,2945
2024-09-01 11:30:12,2830
2024-09-01 11:40:12,2690
2024-09-01 11:50:13,2585
2024-09-01 12:00:13,2480
2024-09-01 12:10:12,2365
2024-09-01 12:20:13,2270
2024-09-01 12:30:13,2155
2024-09-01 12:40:12,2060
2024-09-01 12:50:13,1955
2024-09-01 13:00:12,1850
2024-09-01 13:10:13,1710
2024-09-01 13:20:12,1620
2024-09-01 13:30:12,1555
2024-09-01 13:40:13,1520
2024-09-01 13:50:12,1515
2024-09-01 14:00:12,1565
2024-09-01 14:10:13,1630
2024-09-01 14:20:12,1725
2024-09-01 14:30:13,1885
2024-09-01 14:40:13,2060
2024-09-01 14:50:12,2245
2024-09-01 15:00:12,2425
2024-09-01 15:10:13,2615
2024-09-01 15:20:13,2750
2024-09-01 15:30:12,2935
2024-09-01 15:40:13,3140
2024-09-01 15:50:13,3335
2024-09-01 16:00:12,3555
2024-09-01 16:10:13,3695
2024-09-01 16:20:13,3860
2024-09-01 16:30:12,4000
2024-09-01 16:40:13,4165
2024-09-01 16:50:13,4985
2024-09-01 17:00:12,4400
2024-09-01 17:10:12,4540
2024-09-01 17:20:13,4420
2024-09-01 17:30:13,4395
2024-09-01 17:40:12,4405
2024-09-01 17:50:12,4430
2024-09-01 18:00:13,4395
2024-09-01 18:10:13,4420
2024-09-01 18:20:12,4415
2024-09-01 18:30:12,4435
2024-09-01 18:40:13,4440
2024-09-01 18:50:13,4425
2024-09-01 19:00:13,4400
2024-09-01 19:10:12,4420
2024-09-01 19:20:12,4445
2024-09-01 19:30:13,4425
2024-09-01 19:40:13,4440
2024-09-01 19:50:12,4350
2024-09-01 20:00:13,4385
2024-09-01 20:10:13,4480
2024-09-01 20:20:12,4435
2024-09-01 20:30:13,4425
2024-09-01 20:40:13,4430
2024-09-01 20:50:13,4355
2024-09-01 21:00:13,4420
2024-09-01 21:10:13,4460
2024-09-01 21:20:12,4445
2024-09-01 21:30:13,4425
2024-09-01 21:40:13,4440
2024-09-01 21:50:13,4435
2024-09-01 22:00:12,4400
2024-09-01 22:10:12,4415
2024-09-01 22:20:13,4420
2024-09-01 22:30:13,4435
2024-09-01 22:40:13,4430
2024-09-01 22:50:12,4435
2024-09-01 23:00:13,4380
2024-09-01 23:10:13,4440
2024-09-01 23:20:13,4195
2024-09-01 23:30:12,3945
2024-09-01 23:40:12,3705
2024-09-01 23:50:12,3470
2024-09-02 00:00:13,3245
2024-09-02 00:10:13,3025
2024-09-02 00:20:13,2820
2024-09-02 00:30:13,2610
2024-09-02 00:40:12,2420
2024-09-02 00:50:12,2210
2024-09-02 01:00:13,2015
2024-09-02 01:10:13,1820
2024-09-02 01:20:13,1650
2024-09-02 01:30:12,1505
2024-09-02 01:40:13,1395
2024-09-02 01:50:13,1305
2024-09-02 02:00:12,1230
2024-09-02 02:10:12,1195
2024-09-02 02:20:12,1225
2024-09-02 02:30:13,1290
2024-09-02 02:40:13,1395
2024-09-02 02:50:13,1520
2024-09-02 03:00:12,1690
2024-09-02 03:10:13,1885
2024-09-02 03:20:13,2090
2024-09-02 03:30:13,2310
2024-09-02 03:40:12,2545
2024-09-02 03:50:12,2665
2024-09-02 04:00:12,2915
2024-09-02 04:10:13,3100
2024-09-02 04:20:13,3325
2024-09-02 04:30:12,3495
2024-09-02 04:40:12,3710
2024-09-02 04:50:13,3900
2024-09-02 05:00:13,4050
2024-09-02 05:10:12,4195
2024-09-02 05:20:12,4905
2024-09-02 05:30:13,4420
2024-09-02 05:40:13,4430
2024-09-02 05:50:12,4425
2024-09-02 06:00:12,4425
2024-09-02 06:10:13,4420
2024-09-02 06:20:13,4425
2024-09-02 06:30:12,4430
2024-09-02 06:40:12,4415
2024-09-02 06:50:14,4430
2024-09-02 07:00:13,4460
2024-09-02 07:10:13,4435
2024-09-02 07:20:12,4460
2024-09-02 07:30:12,4445
2024-09-02 07:40:12,4435
2024-09-02 07:50:13,4425
2024-09-02 08:00:12,4420
2024-09-02 08:10:13,4425
2024-09-02 08:20:13,4410
2024-09-02 08:30:12,4460
2024-09-02 08:40:12,4450
2024-09-02 08:50:13,4460
2024-09-02 09:00:13,4400
2024-09-02 09:10:12,4430
2024-09-02 09:20:12,4420
2024-09-02 09:30:13,4375
2024-09-02 09:40:12,4400
2024-09-02 09:50:12,4420
2024-09-02 10:00:13,4500
2024-09-02 10:10:13,4425
2024-09-02 10:20:13,4485
2024-09-02 10:30:12,4415
2024-09-02 10:40:12,4425
2024-09-02 10:50:13,4505
2024-09-02 11:00:13,4485
2024-09-02 11:10:12,4105
2024-09-02 11:20:12,3860
2024-09-02 11:30:12,3595
2024-09-02 11:40:12,3370
2024-09-02 11:50:12,3190
2024-09-02 12:00:13,2995
2024-09-02 12:10:13,2840
2024-09-02 12:20:13,2685
2024-09-02 12:30:13,2570
2024-09-02 12:40:12,2455
2024-09-02 12:50:12,2350
2024-09-02 13:00:13,2170
2024-09-02 13:10:12,2050
2024-09-02 13:20:12,1900
2024-09-02 13:30:13,1760
2024-09-02 13:40:12,1630
2024-09-02 13:50:13,1505
2024-09-02 14:00:12,1385
2024-09-02 14:10:12,1320
2024-09-02 14:20:13,1310
2024-09-02 14:30:13,1335
2024-09-02 14:40:12,1380
2024-09-02 14:50:13,1465
2024-09-02 15:00:13,1605
2024-09-02 15:10:12,1770
2024-09-02 15:20:13,1980
2024-09-02 15:30:12,2180
2024-09-02 15:40:12,2375
2024-09-02 15:50:13,2610
2024-09-02 16:00:12,2745
2024-09-02 16:10:12,2955
2024-09-02 16:20:13,3120
2024-09-02 16:30:13,3345
2024-09-02 16:40:12,3545
2024-09-02 16:50:13,3720
2024-09-02 17:00:13,3880
2024-09-02 17:10:12,4060
2024-09-02 17:20:13,4280
2024-09-02 17:30:13,4415
2024-09-02 17:40:13,4425
2024-09-02 17:50:13,4460
2024-09-02 18:00:12,4405
2024-09-02 18:10:13,4420
2024-09-02 18:20:13,4420
2024-09-02 18:30:12,4490
2024-09-02 18:40:13,4410
2024-09-02 18:50:12,4415
2024-09-02 19:00:12,4425
2024-09-02 19:10:13,4415
2024-09-02 19:20:13,4430
2024-09-02 19:30:12,4360
2024-09-02 19:40:13,4355
2024-09-02 19:50:13,4410
2024-09-02 20:00:12,4410
2024-09-02 20:10:13,4415
2024-09-02 20:20:13,4475
2024-09-02 20:30:13,4515
2024-09-02 20:40:12,4445
2024-09-02 20:50:13,4420
2024-09-02 21:00:13,4415
2024-09-02 21:10:12,4425
2024-09-02 21:20:12,4415
2024-09-02 21:30:13,4430
2024-09-02 21:40:13,4410
2024-09-02 21:50:12,4415
2024-09-02 22:00:13,4415
2024-09-02 22:10:13,4465
2024-09-02 22:20:12,4410
2024-09-02 22:30:13,4420
2024-09-02 22:40:13,4465
2024-09-02 22:50:12,4410
2024-09-02 23:00:13,4405
2024-09-02 23:10:13,4430
2024-09-02 23:20:13,4405
2024-09-02 23:30:13,4430
2024-09-02 23:40:12,4430
2024-09-02 23:50:12,4420
2024-09-03 00:00:12,4990
2024-09-03 00:10:13,4070
2024-09-03 00:20:13,3835
2024-09-03 00:30:13,3555
2024-09-03 00:40:13,3280
2024-09-03 00:50:12,3040
2024-09-03 01:00:12,2780
2024-09-03 01:10:13,2550
2024-09-03 01:20:13,2320
2024-09-03 01:30:12,2100
2024-09-03 01:40:13,1875
2024-09-03 01:50:13,1660
2024-09-03 02:00:12,1480
2024-09-03 02:10:12,1330
2024-09-03 02:20:12,1180
2024-09-03 02:30:13,1085
2024-09-03 02:40:12,1015
2024-09-03 02:50:13,1035
2024-09-03 03:00:13,1085
2024-09-03 03:10:12,1160
2024-09-03 03:20:12,1265
2024-09-03 03:30:13,1430
2024-09-03 03:40:13,1630
2024-09-03 03:50:12,1870
2024-09-03 04:00:13,2090
2024-09-03 04:10:13,2330
2024-09-03 04:20:12,2560
2024-09-03 04:30:13,2705
2024-09-03 04:40:13,2890
2024-09-03 04:50:13,3130
2024-09-03 05:00:12,3375
2024-09-03 05:10:13,3560
2024-09-03 05:20:13,3730
2024-09-03 05:30:12,3910
2024-09-03 05:40:12,4065
2024-09-03 05:50:13,4240
2024-09-03 06:00:12,4430
2024-09-03 06:10:13,4470
2024-09-03 06:20:13,4510
2024-09-03 06:30:13,4445
2024-09-03 06:40:13,4430
2024-09-03 06:50:12,4415
2024-09-03 07:00:13,4390
2024-09-03 07:10:13,4425
2024-09-03 07:20:12,4425
2024-09-03 07:30:12,4430
2024-09-03 07:40:13,4420
2024-09-03 07:50:12,4425
2024-09-03 08:00:12,4415
2024-09-03 08:10:13,4445
2024-09-03 08:20:13,4425
2024-09-03 08:30:12,4435
2024-09-03 08:40:13,4425
2024-09-03 08:50:13,4435
2024-09-03 09:00:12,4440
2024-09-03 09:10:13,4415
2024-09-03 09:20:13,4425
2024-09-03 09:30:12,4415
2024-09-03 09:40:12,4430
2024-09-03 09:50:13,4415
2024-09-03 10:00:12,4480
2024-09-03 10:10:13,4455
2024-09-03 10:20:12,4390
2024-09-03 10:30:13,4410
2024-09-03 10:40:12,4420
2024-09-03 10:50:13,4415
2024-09-03 11:00:12,4400
2024-09-03 11:10:13,4415
2024-09-03 11:20:12,4435
2024-09-03 11:30:13,4390
2024-09-03 11:40:12,4410
2024-09-03 11:50:13,4040
2024-09-03 12:00:12,3795
2024-09-03 12:10:13,3520
2024-09-03 12:20:13,3270
2024-09-03 12:30:12,3050
2024-09-03 12:40:13,2845
2024-09-03 12:50:13,2670
2024-09-03 13:00:12,2535
2024-09-03 13:10:13,2395
2024-09-03 13:20:13,2245
2024-09-03 13:30:13,2090
2024-09-03 13:40:13,1930
2024-09-03 13:50:12,1790
2024-09-03 14:00:13,1650
2024-09-03 14:10:13,1510
2024-09-03 14:20:12,1345
2024-09-03 14:30:13,1205
2024-09-03 14:40:13,1115
2024-09-03 14:50:13,1085
2024-09-03 15:00:13,1095
2024-09-03 15:10:12,1140
2024-09-03 15:20:13,1225
2024-09-03 15:30:12,1355
2024-09-03 15:40:13,1525
2024-09-03 15:50:12,1720
2024-09-03 16:00:13,1930
2024-09-03 16:10:12,2135
2024-09-03 16:20:13,2360
2024-09-03 16:30:12,2580
2024-09-03 16:40:13,2715
2024-09-03 16:50:12,2895
2024-09-03 17:00:12,3125
2024-09-03 17:10:12,3345
2024-09-03 17:20:12,3555
2024-09-03 17:30:13,3705
2024-09-03 17:40:12,3915
2024-09-03 17:50:13,4110
2024-09-03 18:00:13,4980
2024-09-03 18:10:12,4495
2024-09-03 18:20:13,4435
2024-09-03 18:30:13,4410
2024-09-03 18:40:12,4435
2024-09-03 18:50:13,4410
2024-09-03 19:00:12,4500
2024-09-03 19:10:12,4405
2024-09-03 19:20:13,4420
2024-09-03 19:30:12,4390
2024-09-03 19:40:13,4450
2024-09-03 19:50:12,4405
2024-09-03 20:00:13,4415
2024-09-03 20:10:13,4435
2024-09-03 20:20:13,4445
2024-09-03 20:30:12,4405
2024-09-03 20:40:13,4425
2024-09-03 20:50:13,4360
2024-09-03 21:00:12,4410
2024-09-03 21:10:13,4420
2024-09-03 21:20:13,4860
2024-09-03 21:30:12,4480
2024-09-03 21:40:13,4405
2024-09-03 21:50:12,4425
2024-09-03 22:00:13,4445
2024-09-03 22:10:12,4420
2024-09-03 22:20:13,4965
2024-09-03 22:30:13,4435
2024-09-03 22:40:13,4400
2024-09-03 22:50:13,4425
2024-09-03 23:00:12,4405
2024-09-03 23:10:13,4465
2024-09-03 23:20:13,4415
2024-09-03 23:30:12,4490
2024-09-03 23:40:13,4480
2024-09-03 23:50:12,4425
2024-09-04 00:00:13,4515
2024-09-04 00:10:12,4405
2024-09-04 00:20:13,4415
2024-09-04 00:30:12,4990
2024-09-04 00:40:13,4005
2024-09-04 00:50:12,3735
2024-09-04 01:00:13,3480
2024-09-04 01:10:13,3210
2024-09-04 01:20:13,2975
2024-09-04 01:30:12,2735
2024-09-04 01:40:13,2520
2024-09-04 01:50:12,2295
2024-09-04 02:00:13,2065
2024-09-04 02:10:12,1830
2024-09-04 02:20:13,1610
2024-09-04 02:30:12,1395
2024-09-04 02:40:13,1235
2024-09-04 02:50:12,1100
2024-09-04 03:00:13,985
2024-09-04 03:10:13,930
2024-09-04 03:20:13,950
2024-09-04 03:30:13,990
2024-09-04 03:40:12,1050
2024-09-04 03:50:13,1160
2024-09-04 04:00:12,1320
2024-09-04 04:10:13,1545
2024-09-04 04:20:13,1760
2024-09-04 04:30:12,1990
2024-09-04 04:40:13,2205
2024-09-04 04:50:13,2450
2024-09-04 05:00:12,2650
2024-09-04 05:10:13,2810
2024-09-04 05:20:12,3030
2024-09-04 05:30:12,3280
2024-09-04 05:40:13,3480
2024-09-04 05:50:13,3675
2024-09-04 06:00:13,3870
2024-09-04 06:10:12,4035
2024-09-04 06:20:13,4990
2024-09-04 06:30:13,4415
2024-09-04 06:40:13,4420
2024-09-04 06:50:12,4410
2024-09-04 07:00:13,4470
2024-09-04 07:10:12,4390
2024-09-04 07:20:12,4410
2024-09-04 07:30:13,4475
2024-09-04 07:40:12,4495
2024-09-04 07:50:13,4420
2024-09-04 08:00:12,4425
2024-09-04 08:10:13,4540
2024-09-04 08:20:13,4410
2024-09-04 08:30:12,4410
2024-09-04 08:40:13,4430
2024-09-04 08:50:12,4410
2024-09-04 09:00:12,4415
2024-09-04 09:10:13,4410
2024-09-04 09:20:12,4465
2024-09-04 09:30:13,4910
2024-09-04 09:40:12,4485
2024-09-04 09:50:13,4405
2024-09-04 10:00:13,4860
2024-09-04 10:10:13,4465
2024-09-04 10:20:13,4410
2024-09-04 10:30:12,4460
2024-09-04 10:40:13,4470
2024-09-04 10:50:12,4410
2024-09-04 11:00:13,4425
2024-09-04 11:10:12,4400
2024-09-04 11:20:13,4410
2024-09-04 11:30:13,4475
2024-09-04 11:40:12,4410
2024-09-04 11:50:13,4450
2024-09-04 12:00:12,4440
2024-09-04 12:10:12,4550
2024-09-04 12:20:13,4040
2024-09-04 12:30:12,3750
2024-09-04 12:40:13,3480
2024-09-04 12:50:13,3195
2024-09-04 13:00:12,2975
2024-09-04 13:10:13,2765
2024-09-04 13:20:12,2595
2024-09-04 13:30:12,2440
2024-09-04 13:40:13,2330
2024-09-04 13:50:12,2185
2024-09-04 14:00:13,2020
2024-09-04 14:10:13,1875
2024-09-04 14:20:12,1725
2024-09-04 14:30:13,1590
2024-09-04 14:40:13,1425
2024-09-04 14:50:13,1260
2024-09-04 15:00:13,1110
2024-09-04 15:10:12,1010
2024-09-04 15:20:13,970
2024-09-04 15:30:13,985
2024-09-04 15:40:13,1025
2024-09-04 15:50:13,1110
2024-09-04 16:00:13,1240
2024-09-04 16:10:13,1390
2024-09-04 16:20:12,1600
2024-09-04 16:30:13,1835
2024-09-04 16:40:12,2070
2024-09-04 16:50:12,2275
2024-09-04 17:00:13,2520
2024-09-04 17:10:12,2690
2024-09-04 17:20:13,2790
2024-09-04 17:30:12,3065
2024-09-04 17:40:13,3275
2024-09-04 17:50:13,3520
2024-09-04 18:00:12,3675
2024-09-04 18:10:13,3830
2024-09-04 18:20:12,4025
2024-09-04 18:30:12,4970
2024-09-04 18:40:13,4485
2024-09-04 18:50:12,4480
2024-09-04 19:00:13,4430
2024-09-04 19:10:12,4395
2024-09-04 19:20:13,4835
2024-09-04 19:30:12,4915
2024-09-04 19:40:12,4430
2024-09-04 19:50:13,4425
2024-09-04 20:00:12,4385
2024-09-04 20:10:13,4425
2024-09-04 20:20:13,4480
2024-09-04 20:30:13,4395
2024-09-04 20:40:13,4845
2024-09-04 20:50:12,4485
2024-09-04 21:00:13,4500
2024-09-04 21:10:13,4405
2024-09-04 21:20:12,4475
2024-09-04 21:30:13,4515
2024-09-04 21:40:13,4430
2024-09-04 21:50:13,4415
2024-09-04 22:00:13,4415
2024-09-04 22:10:12,4410
2024-09-04 22:20:13,4460
2024-09-04 22:30:12,4460
2024-09-04 22:40:13,4410
2024-09-04 22:50:13,4405
2024-09-04 23:00:12,4415
2024-09-04 23:10:13,4440
2024-09-04 23:20:12,4430
2024-09-04 23:30:13,4410
2024-09-04 23:40:13,4430
2024-09-04 23:50:12,4465
2024-09-05 00:00:13,4425
2024-09-05 00:10:12,4480
2024-09-05 00:20:13,4420
2024-09-05 00:30:13,4435
2024-09-05 00:40:12,4420
2024-09-05 00:50:13,4435
2024-09-05 01:00:12,4220
2024-09-05 01:10:13,3905
2024-09-05 01:20:13,3625
2024-09-05 01:30:12,3360
2024-09-05 01:40:13,3105
2024-09-05 01:50:13,2875
2024-09-05 02:00:12,2670
2024-09-05 02:10:13,2480
2024-09-05 02:20:12,2275
2024-09-05 02:30:13,2050
2024-09-05 02:40:12,1820
2024-09-05 02:50:12,1620
2024-09-05 03:00:13,1440
2024-09-05 03:10:12,1250
2024-09-05 03:20:13,1090
2024-09-05 03:30:12,980
2024-09-05 03:40:12,930
2024-09-05 03:50:13,935
2024-09-05 04:00:12,935
2024-09-05 04:10:13,995
2024-09-05 04:20:12,1120
2024-09-05 04:30:13,1280
2024-09-05 04:40:13,1460
2024-09-05 04:50:12,1680
2024-09-05 05:00:13,1905
2024-09-05 05:10:13,2150
2024-09-05 05:20:12,2375
2024-09-05 05:30:13,2540
2024-09-05 05:40:12,2715
2024-09-05 05:50:13,2925
2024-09-05 06:00:12,3145
2024-09-05 06:10:13,3390
2024-09-05 06:20:13,3590
2024-09-05 06:30:12,3770
2024-09-05 06:40:13,3930
2024-09-05 06:50:12,4080
2024-09-05 07:00:13,4980
2024-09-05 07:10:13,4400
2024-09-05 07:20:12,4455
2024-09-05 07:30:13,4945
2024-09-05 07:40:12,4430
2024-09-05 07:50:13,4435
2024-09-05 08:00:12,4460
2024-09-05 08:10:12,4460
2024-09-05 08:20:13,4420
2024-09-05 08:30:12,4480
2024-09-05 08:40:13,4425
2024-09-05 08:50:12,4425
2024-09-05 09:00:12,4465
2024-09-05 09:10:13,4375
2024-09-05 09:20:12,4420
2024-09-05 09:30:13,4420
2024-09-05 09:40:13,4430
2024-09-05 09:50:12,4455
2024-09-05 10:00:13,4395
2024-09-05 10:10:12,4455
2024-09-05 10:20:12,4420
2024-09-05 10:30:13,4415
2024-09-05 10:40:12,4390
2024-09-05 10:50:13,4420
2024-09-05 11:00:13,4420
2024-09-05 11:10:12,4400
2024-09-05 11:20:13,4410
2024-09-05 11:30:12,4410
2024-09-05 11:40:12,4440
2024-09-05 11:50:13,4410
2024-09-05 12:00:12,4425
2024-09-05 12:10:13,4475
2024-09-05 12:20:12,4450
2024-09-05 12:30:13,4445
2024-09-05 12:40:12,4145
2024-09-05 12:50:13,3805
2024-09-05 13:00:13,3500
2024-09-05 13:10:12,3160
2024-09-05 13:20:13,2845
2024-09-05 13:30:12,2610
2024-09-05 13:40:13,2465
2024-09-05 13:50:13,2285
2024-09-05 14:00:13,2190
2024-09-05 14:10:13,2030
2024-09-05 14:20:12,1885
2024-09-05 14:30:13,1740
2024-09-05 14:40:13,1590
2024-09-05 14:50:12,1440
2024-09-05 15:00:13,1300
2024-09-05 15:10:12,1160
2024-09-05 15:20:13,1030
2024-09-05 15:30:13,925
2024-09-05 15:40:13,845
2024-09-05 15:50:13,770
2024-09-05 16:00:12,740
2024-09-05 16:10:13,715
2024-09-05 16:20:12,765
2024-09-05 16:30:13,895
2024-09-05 16:40:13,1090
2024-09-05 16:50:12,1320
2024-09-05 17:00:13,1520
2024-09-05 17:10:13,1750
2024-09-05 17:20:12,1975
2024-09-05 17:30:13,2205
2024-09-05 17:40:13,2420
2024-09-05 17:50:12,2555
2024-09-05 18:00:13,2745
2024-09-05 18:10:12,2945
2024-09-05 18:20:12,3205
2024-09-05 18:30:13,3415
2024-09-05 18:40:12,3625
2024-09-05 18:50:13,3780
2024-09-05 19:00:13,3975
2024-09-05 19:10:12,4110
2024-09-05 19:20:13,5005
2024-09-05 19:30:13,4400
2024-09-05 19:40:12,4410
2024-09-05 19:50:13,4425
2024-09-05 20:00:12,4395
2024-09-05 20:10:12,4420
2024-09-05 20:20:13,4415
2024-09-05 20:30:12,4400
2024-09-05 20:40:13,4430
2024-09-05 20:50:13,4405
2024-09-05 21:00:12,4405
2024-09-05 21:10:13,4415
2024-09-05 21:20:12,4415
2024-09-05 21:30:12,4410
2024-09-05 21:40:13,4420
2024-09-05 21:50:12,4430
2024-09-05 22:00:13,4400
2024-09-05 22:10:12,4400
2024-09-05 22:20:12,4415
2024-09-05 22:30:13,4415
2024-09-05 22:40:12,4420
2024-09-05 22:50:13,4430
2024-09-05 23:00:13,4395
2024-09-05 23:10:12,4415
2024-09-05 23:20:13,4410
2024-09-05 23:30:12,4410
2024-09-05 23:40:13,4425
2024-09-05 23:50:12,4445
2024-09-06 00:00:13,4415
2024-09-06 00:10:13,4415
2024-09-06 00:20:12,4420
2024-09-06 00:30:13,4415
2024-09-06 00:40:13,4515
2024-09-06 00:50:12,4420
2024-09-06 01:00:13,4415
2024-09-06 01:10:12,4445
